Country,Shipment_Mode,Qauntity_of_pack,Pack_Price,Weight_Kg,Freight_Cost_USD,Product_Insurance_USD
Nigeria,Air Charter,30,4.75,17,9736.1,1.93
Côte dIvoire,Air,180,16.96,1489,2093.31,190.0
Zimbabwe,Truck,60,3.95,2372,2599.36,206.47
"Congo, DRC",Air,20,32.0,508,3918.37,2.64
Ethiopia,Air,1,24.5,125,1472.03,6.01
Vietnam,Air,60,6.9,924,4225.93,142.81
Uganda,Air,30,10.0,168,1905.63,43.12
Zimbabwe,Air,1,5.0,2486,46552.3,35.47
Zambia,Truck,60,1.99,312,274.51,8.18
Uganda,Air,30,4.6,4620,18550.93,227.61
Nigeria,Air Charter,30,6.85,54,7445.8,3.72
Tanzania,Air,100,0.0,965,16382.89,0.0
Nigeria,Air Charter,60,8.76,107,9736.1,23.17
Zimbabwe,Truck,60,8.0,21063,29250.68,44.15
Guyana,Air,20,32.0,732,6524.19,113.66
Botswana,Air,100,70.0,2,807.65,1.1
Zambia,Air,100,80.0,1246,22614.24,345.58
Guyana,Air,30,5.59,385,3248.6,24.44
Nigeria,Air Charter,30,5.54,3329,27441.25,308.2
Mozambique,Air,60,3.2,376,2342.92,58.39
Botswana,Air,30,10.43,4840,23796.98,485.52
Vietnam,Air,60,1.5,83,2426.05,0.96
Rwanda,Truck,60,2.26,9404,14088.22,223.65
Côte dIvoire,Air,40,76.0,509,5446.51,57.88
Sudan,Air,100,89.0,33,1255.77,10.28
Ethiopia,Air,60,9.5,170,892.0,27.31
Burundi,Air,100,80.0,958,15012.16,132.24
Uganda,Air,60,4.0,4,396.08,0.52
Pakistan,Air,100,80.0,1744,19489.83,502.93
Côte dIvoire,Truck,60,3.6,904,5012.88,61.06
Uganda,Truck,60,3.73,516,2042.9,44.3
Nigeria,Air Charter,30,9.6,37701,68046.0,2880.98
Nigeria,Air,100,89.0,4038,59711.34,908.97
Uganda,Truck,60,11.0,1414,4054.19,85.21
Uganda,Air,60,11.22,15500,83195.98,2799.91
Haiti,Air,60,3.95,140,1694.3,14.78
Côte dIvoire,Truck,60,8.26,650,4029.71,99.12
Rwanda,Air,1,24.5,1992,27313.0,90.56
Ethiopia,Air,60,2.38,780,2949.1,76.97
Uganda,Air,100,80.0,2224,21346.47,451.17
Haiti,Air,60,1.4,6,941.74,0.18
Nigeria,Air,120,95.34,83,852.02,93.43
Mozambique,Truck,60,11.22,36,3470.0,5.09
Zimbabwe,Truck,60,3.95,1119,1417.12,81.2
Zimbabwe,Air,60,1.99,2383,18232.17,98.45
Nigeria,Air Charter,60,11.22,922,6147.18,169.33
Ethiopia,Air,20,32.0,61,925.05,7.49
Nigeria,Air Charter,30,11.75,36,9341.49,10.16
Haiti,Air,60,1.32,165,3048.08,0.35
Kenya,Air,25,20.0,3158,24172.01,371.42
"Congo, DRC",Air,120,19.66,2187,24532.28,23.36
Uganda,Air,120,29.68,972,17102.56,166.49
Mozambique,Truck,60,8.58,6959,7150.25,633.35
Haiti,Air,120,41.1,362,2490.67,118.42
Nigeria,Air Charter,60,1.9,767,3963.0,20.28
Botswana,Air,100,71.99,25,1038.39,11.52
Zimbabwe,Air,300,30.82,5060,44952.61,169.88
Vietnam,Air,60,2.33,544,1454.64,28.05
Nigeria,Air Charter,30,3.33,1296,20761.0,55.53
Vietnam,Air,30,6.5,2405,11448.01,393.82
Vietnam,Air,30,11.15,1578,2689.85,191.81
Rwanda,Air,20,32.0,88,3997.31,15.68
Zimbabwe,Truck,60,4.15,3573,11133.66,251.54
Mozambique,Air,100,80.0,1378,25607.44,381.61
Uganda,Truck,60,7.78,2939,17665.42,194.45
Botswana,Air,3,25.0,6,418.94,0.49
South Sudan,Air,20,32.0,176,4124.74,1.39
Haiti,Air,240,2.0,1765,18473.1,13.66
Dominican Republic,Air,100,96.0,978,10159.15,236.85
Ethiopia,Air,30,17.0,317,1628.18,119.52
Nigeria,Air,20,27.0,2093,16036.94,315.4
Tanzania,Air,120,41.1,1422,4198.0,197.28
Nigeria,Air Charter,90,7.3,748,20761.0,97.01
Zambia,Truck,60,11.23,506,635.95,62.71
Tanzania,Air,120,41.1,255,1388.0,75.95
Uganda,Air,30,5.36,1199,7918.0,90.13
Nigeria,Air,100,89.0,1241,15994.73,279.42
Uganda,Truck,120,29.68,2078,15761.76,354.4
Zimbabwe,Truck,30,12.11,4536,29733.53,604.0
Mozambique,Air,100,80.0,1477,27686.29,408.41
Zambia,Truck,60,11.46,6795,14316.94,878.91
Cameroon,Air,60,6.59,803,7032.5,64.02
Cameroon,Air Charter,60,9.62,43571,67732.54,2050.06
Côte dIvoire,Air,30,11.72,182,1409.26,55.36
Guyana,Air,30,5.87,274,4268.06,17.38
Nigeria,Air Charter,30,3.91,6889,17090.0,383.73
Uganda,Truck,30,12.11,12838,111318.14,1916.38
Kenya,Air,100,89.0,2951,31923.61,1468.5
Rwanda,Air,90,8.64,318,2716.08,30.53
Zambia,Truck,60,2.26,6502,34400.04,505.71
Zambia,Truck,60,15.04,3898,11292.05,681.25
Rwanda,Truck,30,11.15,10998,75824.42,1144.78
Tanzania,Air,60,3.6,2205,9815.52,133.23
Rwanda,Air,30,22.5,2800,12595.81,363.78
Vietnam,Air,60,6.49,498,1477.34,38.03
Haiti,Air,30,4.22,4235,29352.17,344.15
Vietnam,Air,30,4.3,5009,17031.91,578.21
Haiti,Air,240,1.92,827,7789.88,8.31
Côte dIvoire,Truck,30,4.04,11043,39329.03,21.99
Libya,Air,30,5.5,231,1474.9,21.71
Ethiopia,Air,20,32.0,844,8101.57,156.8
South Africa,Ocean,60,7.3,4810,6599.86,1118.82
Tanzania,Truck,30,4.45,7397,28022.17,863.48
Nigeria,Air,30,26.25,2873,7363.73,1682.21
Rwanda,Air,60,6.73,1643,12995.06,124.53
Mozambique,Truck,60,11.22,12980,11134.62,1862.65
Nigeria,Air Charter,30,26.25,2561,15128.47,1411.74
South Africa,Ocean,240,9.28,7683,7073.56,306.24
Côte dIvoire,Air,120,33.7,1196,17068.84,267.4
Côte dIvoire,Air,40,110.0,20,2199.43,3.88
South Sudan,Air,1,5.0,149,2084.52,0.82
Zimbabwe,Truck,240,12.5,29,588.72,1.4
Rwanda,Air,100,139.0,234,5446.06,75.62
Rwanda,Air,60,2.34,3204,19625.64,182.77
Uganda,Air,30,10.0,315,5254.17,73.7
Tanzania,Truck,30,4.04,126,1382.0,11.21
Ghana,Air,30,10.74,4707,32683.47,427.19
Nigeria,Air,60,5.43,1548,11663.16,144.75
Guyana,Air,100,4.76,332,4398.32,8.19
Vietnam,Air,30,10.0,2516,3816.3,209.04
Mozambique,Air,60,7.2,13123,9161.95,448.99
Namibia,Air,60,2.4,53,571.53,3.24
Uganda,Air,20,32.0,139,2473.96,16.9
Vietnam,Air,60,1.51,114,2879.96,5.95
Zambia,Air,30,7.35,9369,50030.37,1030.47
Vietnam,Air,60,2.35,3595,12632.99,76.77
Uganda,Air,60,8.76,14,1375.36,61.36
Haiti,Ocean,30,3.24,5000,6914.44,144.25
Sudan,Air,20,32.0,4,593.8,0.53
Vietnam,Air,60,8.1,974,1069.31,58.29
Rwanda,Truck,30,4.59,4326,9426.33,103.18
Uganda,Air,60,2.26,177,3255.61,7.02
Nigeria,Air Charter,60,8.76,3409,11637.64,734.02
Tanzania,Truck,90,8.87,830,1698.83,95.28
Mozambique,Air,20,32.0,1265,18937.3,232.06
Cameroon,Air,30,11.15,5016,43408.7,612.49
Haiti,Air,30,2.98,2423,14650.41,91.62
Vietnam,Air,60,25.0,137,5260.46,20.8
Nigeria,Air,60,5.0,455,4967.03,45.31
Côte dIvoire,Truck,120,29.31,9790,20786.04,1051.85
Zambia,Truck,30,12.01,2641,2938.92,823.89
Zimbabwe,Truck,30,4.34,571,4428.06,59.81
Tanzania,Air,60,2.91,572,4152.56,52.85
Haiti,Air,60,8.76,1517,6036.96,359.9
Haiti,Air,60,9.45,1580,11572.0,253.29
Mozambique,Air,100,80.0,55,3267.66,15.84
Haiti,Air,60,8.76,4176,1005.2,656.67
Pakistan,Air,100,80.0,1017,14959.84,239.13
Haiti,Air,60,7.39,24,4059.85,2.24
Mozambique,Truck,60,11.36,3118,4768.06,140.52
South Africa,Ocean,60,14.93,590,146.5,151.63
Haiti,Air,100,139.0,6,3238.79,1.78
Mali,Air,100,80.0,66,2572.91,12.34
Nigeria,Air Charter,30,26.25,76,7445.8,44.92
Ghana,Air,60,8.26,5199,585.0,438.42
Haiti,Air,240,1.92,396,6036.96,4.43
Zambia,Truck,30,19.92,13222,4471.08,5162.29
Tanzania,Air,100,80.0,98,1266.39,38.66
Uganda,Air,20,31.0,740,5718.39,76.1
Côte dIvoire,Air,100,80.0,661,13740.74,182.69
Mozambique,Truck,60,11.22,27345,20994.62,288.8
Zambia,Air,100,80.0,1204,19587.34,287.58
Uganda,Truck,60,2.3,1982,8163.74,1.35
Zimbabwe,Truck,60,4.6,120,1800.0,14.79
Rwanda,Air,90,8.64,126,1675.0,12.03
Uganda,Air,60,11.35,1273,7493.5,230.71
Uganda,Air,30,5.78,680,3335.33,53.25
Zambia,Truck,30,2.0,700,954.13,38.4
Haiti,Air,60,5.0,50,1342.44,2.98
Tanzania,Truck,90,9.3,1336,5033.8,248.44
Haiti,Air,60,6.85,30,877.61,2.03
Côte dIvoire,Truck,30,4.7,677,3880.14,42.83
South Sudan,Air,60,1.9,59,1944.99,1.24
Ethiopia,Air,300,30.82,728,6941.12,30.2
Ethiopia,Air,100,8.0,400,4856.14,156.8
Uganda,Air,120,87.46,5,41.0,3.9
Vietnam,Air,30,6.5,1849,4191.83,273.96
Côte dIvoire,Air,100,80.0,1043,20882.95,269.18
South Africa,Ocean,30,2.35,5634,17819.74,506.66
Vietnam,Air,30,4.3,5101,13241.08,587.96
Haiti,Air,30,4.75,3318,23890.83,349.01
Zimbabwe,Truck,100,0.01,526,2185.82,0.03
Côte dIvoire,Air,30,22.5,117,1766.57,29.62
Uganda,Air,20,32.0,292,4462.61,34.64
Côte dIvoire,Truck,30,3.21,3591,5153.54,135.89
Rwanda,Air,60,3.67,50,3011.72,3.46
Burundi,Air,240,2.1,422,5384.96,1.49
"Congo, DRC",Air,60,8.26,147,1182.25,17.37
Nigeria,Air Charter,60,7.72,1983,4065.0,111.11
Côte dIvoire,Air,60,7.4,408,1514.68,45.55
Tanzania,Air,120,36.16,1604,9915.56,557.03
Mozambique,Truck,60,2.18,9674,7921.0,5.03
Zimbabwe,Truck,60,3.28,213,3403.98,19.7
Mozambique,Air,100,72.0,2526,1871.05,460.8
Côte dIvoire,Air,30,26.25,798,2941.11,176.58
Zimbabwe,Truck,60,3.75,11353,12654.78,783.18
Tanzania,Truck,60,2.15,2152,837.59,47.82
Uganda,Truck,30,4.63,1467,1319.21,68.63
Zimbabwe,Air Charter,30,4.62,4598,25467.64,128.48
Côte dIvoire,Air,300,30.82,519,5385.37,20.59
Sudan,Air,1,0.9,2,1193.15,0.02
South Africa,Air,60,2.92,3113,5159.33,166.2
Nigeria,Air Charter,60,8.58,38992,49199.75,1061.35
Vietnam,Air,30,13.66,122,2864.44,44.06
Nigeria,Air,30,11.72,176,3680.33,47.39
Tanzania,Air,30,22.5,1710,8344.86,357.09
Tanzania,Air,60,2.73,2695,13457.25,226.61
Guyana,Air,20,32.0,355,4457.29,66.61
Zimbabwe,Air,100,80.0,3560,52462.81,722.64
Haiti,Ocean,30,4.62,14925,22100.46,161.17
Zambia,Truck,60,6.6,1413,1325.68,99.42
Namibia,Air,20,32.0,220,7078.9,33.28
Sudan,Air,25,20.0,139,1629.85,0.69
Zimbabwe,Air,30,22.5,2460,13380.07,222.66
Haiti,Air,60,1.67,1857,11091.78,0.39
Tanzania,Air,100,80.0,2,925.04,0.3
Mozambique,Truck,30,10.87,36903,7928.11,900.17
Ethiopia,Air,240,2.15,1225,4485.25,11.44
Zambia,Air,100,80.0,1428,25760.94,336.48
South Africa,Ocean,30,6.65,5999,13829.58,705.19
Nigeria,Air Charter,30,10.0,1078,9736.1,212.41
Rwanda,Air,60,7.15,3114,18779.99,359.07
South Africa,Air,60,2.53,3211,4116.81,363.61
Uganda,Air,30,13.52,389,2786.61,45.49
Vietnam,Air,30,2.24,25,1003.65,1.37
Uganda,Air,120,103.57,18,968.25,16.75
Nigeria,Air Charter,30,6.08,1942,25231.96,224.98
Nigeria,Air Charter,60,7.72,6201,12082.0,396.81
Uganda,Air,30,5.78,22,709.02,2.27
Ghana,Air,30,3.19,3077,22734.92,156.48
Vietnam,Air,60,2.33,425,1032.12,20.95
Haiti,Air,100,4.5,9,820.56,0.56
Vietnam,Air,30,10.19,613,3247.73,167.77
Haiti,Air,180,16.96,76,290.0,7.56
Côte dIvoire,Air,40,76.0,963,25080.52,128.4
Haiti,Air,240,1.95,1066,10794.84,9.16
Mozambique,Truck,60,7.72,3772,3567.08,226.31
Rwanda,Air,30,8.56,516,2355.52,92.61
Zimbabwe,Truck,60,5.38,10589,15608.15,226.33
Zambia,Truck,60,12.96,3090,11188.53,46.3
Nigeria,Air Charter,30,14.1,2334,17090.0,395.36
Zambia,Air,100,80.0,1239,22650.58,343.73
Zimbabwe,Truck,60,4.25,1456,2326.77,228.53
Guyana,Air,100,71.99,55,1442.92,27.64
Mozambique,Air,100,80.0,3611,24079.79,731.77
Rwanda,Air,60,1.99,16,919.81,0.74
Vietnam,Air,60,11.4,81,459.72,11.41
Haiti,Ocean,30,3.24,2471,4532.44,70.62
Zimbabwe,Truck,30,10.62,9020,14958.2,83.26
Côte dIvoire,Air,30,23.5,750,7961.7,75.2
Uganda,Air,20,32.0,775,6164.1,97.93
Burundi,Air,100,80.0,1415,33228.68,286.52
Haiti,Air,30,16.5,1,969.55,0.07
South Africa,Ocean,240,2.06,18467,6617.84,169.95
Uganda,Air,60,26.09,40,990.07,19.64
Vietnam,Air,60,8.2,5495,23372.43,138.67
Nigeria,Air Charter,60,7.72,23220,51645.79,25.35
Tanzania,Air,25,20.0,507,4329.08,50.16
Zimbabwe,Truck,30,11.15,17791,33707.41,1523.62
Rwanda,Air,30,3.91,3090,16603.9,276.28
Uganda,Truck,30,10.78,5324,8248.28,324.11
Uganda,Air,60,2.24,574,3868.24,17.14
Rwanda,Air,60,7.78,698,26845.35,332.46
Côte dIvoire,Truck,60,3.75,802,4625.27,87.21
Tanzania,Truck,120,29.31,30606,9601.38,1028.3
Botswana,Air,100,80.0,5,760.22,1.72
Côte dIvoire,Air,18,308.17,39,1278.0,5.92
Vietnam,Air,60,2.9,327,3171.36,8.57
Uganda,Air,60,1.9,45,747.76,1.5
Côte dIvoire,Air,240,2.1,604,7100.04,7.24
Nigeria,Air Charter,30,6.57,76,12601.07,9.15
Nigeria,Air,20,27.0,2603,22838.29,345.6
Zambia,Truck,30,4.22,18968,22168.18,1601.49
Uganda,Air,100,8.0,74,1649.91,0.99
Vietnam,Air,60,6.85,1736,8163.83,77.07
South Africa,Ocean,60,7.33,52,4295.61,16.32
Tanzania,Truck,60,3.73,3090,17858.3,266.96
"Congo, DRC",Air,30,11.0,54,1961.49,6.22
Zimbabwe,Truck,30,4.75,509,3833.17,60.42
Nigeria,Air,100,89.0,1934,28895.07,435.32
Rwanda,Truck,30,4.64,17317,26620.36,350.43
Zambia,Truck,30,11.0,7579,6759.28,1897.28
Uganda,Truck,30,3.64,690,3990.0,41.5
Zambia,Truck,60,8.76,1928,11054.56,387.35
Côte dIvoire,Truck,60,8.11,12199,46520.17,833.71
Côte dIvoire,Air,60,6.85,56,1726.5,2.97
Vietnam,Air,60,11.0,2799,11838.56,577.46
Dominican Republic,Air,100,92.0,721,9165.29,202.0
Vietnam,Air,60,4.15,678,2148.1,61.14
Vietnam,Air,120,60.82,1724,5248.47,603.54
Ethiopia,Air,1,23.0,2535,22433.91,158.23
Uganda,Air,30,4.7,11594,85414.3,199.91
Uganda,Air,100,80.0,2477,19775.55,576.07
Rwanda,Air,270,159.73,27,2205.25,28.73
Haiti,Air,60,7.0,173,1312.75,24.14
Haiti,Air,60,6.85,51,4126.9,2.46
Tanzania,Truck,60,3.75,825,5137.06,57.01
Zimbabwe,Truck,60,2.3,10118,9251.8,65.95
Rwanda,Air,60,2.25,5551,49069.74,183.7
Côte dIvoire,Air,60,15.0,147,1836.81,23.03
Zambia,Truck,240,12.08,974,6923.53,61.78
Haiti,Air,300,30.82,61,1257.16,1.27
Zambia,Air,100,72.0,1409,21714.68,408.97
Mozambique,Air,30,7.58,77,979.14,6.23
Swaziland,Air,100,80.0,17,514.52,3.21
Uganda,Truck,60,2.66,1378,2559.88,136.42
Côte dIvoire,Air,60,1.75,989,3452.0,39.2
Dominican Republic,Air,60,4.15,78,1342.44,5.91
Uganda,Air,30,2.0,9,1026.15,0.62
Côte dIvoire,Air,100,70.0,794,12619.38,528.22
Côte dIvoire,Air,240,13.6,2979,3365.45,19.7
Vietnam,Air,60,11.4,36,430.5,8.33
Haiti,Air,60,2.73,1870,13122.39,67.69
Uganda,Truck,60,2.42,1499,10915.97,89.68
Tanzania,Air,20,32.0,2770,26281.49,334.88
Tanzania,Truck,60,4.3,945,7579.6,64.67
Nigeria,Air,60,8.76,148,1012.18,30.0
Côte dIvoire,Air,30,50.4,269,1315.14,217.32
South Africa,Air,240,3.0,4382,2154.52,75.21
Nigeria,Air Charter,30,11.75,2700,6147.18,759.99
Mozambique,Air,20,32.0,2440,37115.71,396.0
Tanzania,Air,20,32.0,33,939.38,2.76
Nigeria,Air,120,20.5,2846,13873.0,327.34
Tanzania,Air,25,20.0,3335,27869.74,320.0
Tanzania,Truck,60,8.58,9886,44300.9,782.11
Kenya,Air,100,89.0,1139,11827.07,825.78
Côte dIvoire,Air,60,8.76,5334,8815.65,1169.46
Burundi,Air,30,9.6,1208,7564.47,92.54
Uganda,Air,30,3.91,2501,18520.22,109.64
Uganda,Air,30,11.75,210,5841.92,70.86
Haiti,Air,1,23.0,261,3135.97,17.85
Guyana,Air,120,82.2,598,5178.47,304.49
Haiti,Air,240,1.43,2769,29216.84,5.88
Uganda,Air,60,5.94,82,1042.36,4.42
Haiti,Air,60,2.51,877,9178.48,62.12
Nigeria,Air Charter,60,11.35,6949,11637.64,1334.76
Mozambique,Truck,30,10.78,56314,53110.46,5098.1
Mozambique,Air,20,32.0,54,1032.57,5.98
Nigeria,Air,20,32.0,1918,24147.39,305.76
Mozambique,Truck,240,1.95,9937,14700.0,86.25
Mozambique,Air,60,3.28,643,4156.94,60.51
Côte dIvoire,Air,30,26.25,6991,12648.36,113.19
Nigeria,Air Charter,60,7.78,2721,27441.22,327.01
Mozambique,Air,60,9.35,1448,3613.31,275.77
Vietnam,Air,60,1.45,502,7575.6,25.01
Vietnam,Air,60,8.15,1846,3314.03,125.9
Tanzania,Truck,30,4.04,116,2035.84,10.04
Nigeria,Air,20,29.0,972,10191.28,138.28
Rwanda,Air,60,2.15,29,1372.38,1.35
Zimbabwe,Air,100,71.99,161,939.12,63.35
Vietnam,Air,60,2.25,876,2183.92,10.83
Côte dIvoire,Air,25,20.0,403,5639.42,39.9
Côte dIvoire,Air,60,2.9,442,5028.04,34.39
Tanzania,Air,60,10.68,957,3243.0,187.57
South Africa,Ocean,30,6.91,1093,5460.48,174.47
Nigeria,Air,60,3.4,451,3487.94,11.24
Vietnam,Air,60,7.5,9,4138.11,2.47
Rwanda,Air,100,71.99,130,3187.18,46.65
South Sudan,Air,100,89.0,115,2561.61,27.52
Côte dIvoire,Air,60,6.85,99,1462.71,7.3
Haiti,Air,60,3.2,4218,43041.34,103.35
Kenya,Truck,20,32.0,297,3616.67,54.63
Côte dIvoire,Truck,60,11.22,10746,22878.26,1388.48
Nigeria,Air Charter,60,2.58,9746,15322.73,255.42
Rwanda,Air,1,24.5,1992,26266.34,90.56
Nigeria,Air,60,11.0,11160,87294.56,1295.45
Uganda,Air,20,32.0,85,1253.98,4.35
Mozambique,Air,1,5.0,41,1001.02,1.51
Tanzania,Truck,60,2.33,4271,3825.8,369.14
Nigeria,Air Charter,30,8.04,814,17090.0,93.07
Nigeria,Air,20,32.0,2134,13771.63,252.5
Haiti,Air,60,2.66,1456,25493.03,151.4
Uganda,Air,60,7.0,133,2450.89,24.15
Zimbabwe,Air,100,72.0,1183,21170.3,380.32
South Africa,Ocean,30,6.65,5427,7905.96,833.62
Zambia,Truck,60,1.74,6221,9341.81,121.63
Haiti,Air,30,18.0,133,1604.56,18.5
Rwanda,Air,60,2.95,437,2928.4,22.62
Côte dIvoire,Truck,60,6.73,11283,42947.44,877.53
South Africa,Air,30,7.82,136,1881.24,33.99
Ethiopia,Air,1,23.0,2535,20083.74,158.23
Zambia,Truck,60,7.12,23888,13518.56,858.52
Nigeria,Air Charter,60,7.27,11111,37242.5,325.87
Libya,Air,30,3.91,406,3062.18,36.55
Guatemala,Air,60,15.5,2634,20805.8,51.28
Burundi,Air,30,4.7,160,1527.29,11.16
Vietnam,Air,60,1.77,301,1457.92,14.22
Zimbabwe,Truck,60,8.15,70,1949.84,15.65
Zambia,Air,100,80.0,1374,25052.44,380.69
Namibia,Air,25,75.0,61,870.4,12.0
Vietnam,Air,30,4.1,1301,5664.49,143.05
Zambia,Air,100,72.0,967,14582.14,309.38
Haiti,Air,1,24.5,182,2581.83,9.09
Zambia,Truck,30,12.3,47387,30981.39,1530.93
Nigeria,Air Charter,30,3.81,4944,21347.13,267.08
Nigeria,Air,60,6.5,574,4760.43,66.82
Nigeria,Air,20,27.0,3508,29954.15,532.01
Haiti,Ocean,30,3.24,5864,7558.01,286.07
Côte dIvoire,Truck,120,18.9,11971,44448.75,1262.48
"Congo, DRC",Air,240,2.0,161,2038.97,0.75
Rwanda,Truck,90,9.3,132,1142.0,19.32
Haiti,Air,60,2.9,3917,39223.78,205.39
Rwanda,Air,100,77.7,795,11855.59,336.4
Guyana,Air,90,9.3,395,1303.0,0.82
Nigeria,Air Charter,60,11.22,7050,6147.18,1309.3
Haiti,Air,60,2.33,101,1697.33,10.6
Tanzania,Air,100,80.0,14,1489.33,3.96
Sudan,Air,100,89.0,45,1961.65,17.03
Uganda,Air,60,9.45,75,935.8,12.1
Vietnam,Air,60,1.84,568,1646.5,35.01
Vietnam,Air,30,3.55,1018,1681.58,58.44
Nigeria,Air Charter,30,4.61,34119,69737.0,0.02
Nigeria,Air Charter,60,11.4,6862,9341.49,1361.42
Haiti,Air,60,21.42,306,4030.02,10.39
Zimbabwe,Truck,60,3.75,16192,18090.64,1345.24
South Africa,Ocean,30,6.91,7503,6147.08,1197.51
Ethiopia,Air,20,29.0,15,218.75,1.79
Côte dIvoire,Truck,30,4.7,1387,10680.14,65.89
Côte dIvoire,Truck,100,4.76,172,3296.34,17.72
Haiti,Ocean,30,10.5,8113,8217.8,647.64
Nigeria,Air Charter,30,9.6,37449,69097.98,2861.95
Zambia,Truck,30,13.69,10442,11520.85,1919.34
Côte dIvoire,Air,30,1.25,482,5678.33,10.82
South Africa,Ocean,240,2.06,18462,22647.81,169.95
Uganda,Air,60,11.8,822,7321.04,145.61
Nigeria,Air,30,2.24,118,1616.04,0.36
Rwanda,Air,30,22.5,1320,15022.74,172.52
Côte dIvoire,Air,240,2.1,2845,10943.15,14.81
Tanzania,Air,25,20.0,3334,45032.55,330.0
Zambia,Truck,60,2.21,19661,21149.81,725.07
South Africa,Ocean,30,6.65,2645,5112.92,406.18
Côte dIvoire,Truck,120,21.0,5633,17548.42,519.54
Côte dIvoire,Truck,60,2.76,2705,9879.25,15.29
Mozambique,Air,100,80.0,2862,52239.49,672.96
South Sudan,Air,100,89.0,39,1405.56,9.91
Uganda,Truck,60,8.0,108,1618.01,14.79
Namibia,Air,25,95.0,36,481.63,6.66
Zambia,Truck,60,8.26,21879,8647.16,1004.35
Tanzania,Air,25,20.0,3334,23489.63,330.0
Tanzania,Truck,60,2.3,2461,3592.8,36.75
Uganda,Air,60,2.42,491,4002.01,15.39
Haiti,Air,100,100.0,2557,21256.43,741.75
Uganda,Truck,60,11.0,11441,55175.61,1298.96
Zimbabwe,Truck,90,9.3,365,3481.29,56.63
Côte dIvoire,Air,25,20.5,900,9024.04,56.9
Mozambique,Truck,120,18.9,4227,2259.81,368.38
Nigeria,Air Charter,60,11.0,46522,27441.22,5029.59
Uganda,Air,60,8.1,15435,56180.34,1152.23
Uganda,Air,100,8.0,130,534.86,17.09
Vietnam,Air,60,7.0,52,1516.05,3.29
Uganda,Truck,60,8.26,4009,4947.38,289.88
Haiti,Air,60,6.6,305,3282.33,27.14
Tanzania,Truck,30,11.89,4874,12435.18,531.44
Côte dIvoire,Air,60,7.78,6798,26205.83,760.08
Guyana,Air,60,1.5,143,2097.18,0.18
Mozambique,Air,20,32.0,841,3818.4,128.0
Zambia,Air,120,36.91,2294,1100.2,795.78
Zimbabwe,Truck,60,9.5,147,1671.84,23.71
Nigeria,Air,30,26.25,192,13538.35,7.15
Zambia,Truck,120,19.71,5111,10944.73,666.72
Zambia,Truck,60,3.4,2764,2938.92,333.2
Côte dIvoire,Air,60,2.73,733,5121.68,70.63
Haiti,Air,240,1.95,830,6555.75,4.2
Côte dIvoire,Air,50,91.0,284,32609.44,63.79
Côte dIvoire,Truck,60,2.23,75,1556.99,4.69
Nigeria,Air Charter,30,4.62,5735,20138.0,270.71
Côte dIvoire,Air,60,32.0,421,4022.89,168.59
Zimbabwe,Truck,60,2.42,4687,8832.53,231.89
Rwanda,Air,30,10.95,6842,73790.43,1547.22
Rwanda,Air,60,33.85,11,663.77,4.59
Côte dIvoire,Truck,60,3.75,1041,5156.93,77.1
Uganda,Truck,60,8.76,1188,4097.0,307.27
Rwanda,Ocean,30,9.36,6683,14760.6,1674.57
Côte dIvoire,Air,30,4.7,989,12924.8,56.65
Haiti,Air,100,70.0,228,4829.61,112.0
Zimbabwe,Truck,240,13.6,445,2143.48,26.73
Kenya,Air,100,80.0,32,1555.21,15.68
Rwanda,Truck,90,9.3,367,3783.24,9.71
Nigeria,Air Charter,60,11.22,1972,6147.18,362.85
Côte dIvoire,Air,60,7.4,3731,6778.91,421.5
Rwanda,Truck,60,7.0,1412,20049.08,138.54
Vietnam,Air,100,5.49,106,2869.03,12.3
Vietnam,Air,60,2.6,3098,12745.06,107.25
Côte dIvoire,Air,240,2.1,2625,9868.54,15.11
Ethiopia,Air,60,7.12,1689,9189.57,319.83
Zimbabwe,Air,100,80.0,781,9914.59,141.24
Côte dIvoire,Truck,240,1.95,736,4747.87,4.82
Tanzania,Air,30,18.34,1478,1312.2,666.59
Uganda,Air,60,4.0,1411,13983.98,61.77
Nigeria,Air Charter,60,2.26,6528,14547.55,265.58
Uganda,Air,60,8.55,386,2294.85,32.67
Tanzania,Air,25,20.0,1879,9538.74,203.39
Tanzania,Truck,30,16.73,15032,3279.25,3623.92
Zimbabwe,Truck,240,12.5,16,839.7,0.74
South Africa,Ocean,60,2.82,7193,8559.24,705.27
Vietnam,Air,30,6.0,865,7878.43,99.0
Nigeria,Air,100,89.0,1235,88176.17,342.39
Côte dIvoire,Truck,60,4.0,699,8127.62,10.32
Ghana,Air,240,1.43,2323,7326.63,8.89
Mozambique,Air,84,38.36,63,740.16,12.89
Guyana,Air,100,100.0,137,3825.21,42.06
Namibia,Air,20,32.0,170,1691.15,34.5
Côte dIvoire,Air,60,11.35,4814,7100.04,951.02
Nigeria,Air,540,35.21,1250,17170.07,138.02
Côte dIvoire,Air,60,6.85,385,3765.28,21.13
Côte dIvoire,Air,60,4.0,449,3051.95,47.01
Ethiopia,Air,1,24.5,128,1584.09,6.01
Côte dIvoire,Air,60,6.85,507,4520.66,59.28
Kenya,Truck,25,0.01,3,99.0,0.0
Zambia,Truck,30,12.01,3841,3558.49,960.8
South Sudan,Air,100,8.0,97,2590.24,2.12
Nigeria,Air Charter,60,11.4,1914,9341.49,379.85
